violation_id,timestamp,latitude,longitude,zone,severity,violation_type,driver_id,driver_name,driver_initials,driver_category,driver_company,driver_risk_score,driver_risk_label,driver_status,driver_status_label
V-001096,2026-05-18T18:25,25.18235,55.27233,Business Bay,moderate,Phone Use,D-00244,Bader Al Nuaimi,BN,Taxi,Al Naboodah Taxi,6.4,Moderate,active,Active
V-008553,2026-05-18T18:18,25.18024,55.26661,Business Bay,moderate,Distraction,D-01817,Rakan Al Mansouri,RM,School Bus,Al Reef School Transport,3.3,Low Risk,active,Active
V-012461,2026-05-18T18:12,25.13328,55.22012,Al Barsha,moderate,Harsh Braking,D-02637,Tamer Al Sharqi,TS,Limousine & E-Hail,Emirates Limousine,6.6,High Risk,active,Active
V-001048,2026-05-18T18:06,25.0831,55.1439,Dubai Marina,moderate,Distraction,D-00234,Hussein Al Sharqi,HS,Taxi,Dubai Taxi Corp,6.3,Moderate,active,Active
V-009484,2026-05-18T18:03,25.19139,55.26884,Business Bay,low,Distraction,D-02027,Hassan Al Dhaheri,HD,School Bus,GEMS Transport,7.0,High Risk,investigation,Under Investigation
V-009553,2026-05-18T18:00,25.11821,55.22348,Al Barsha,moderate,Driver Fatigue,D-02039,Hamdan Al Kaabi,HK,School Bus,Al Mawakeb Transport,2.9,Low Risk,active,Active
V-007631,2026-05-18T17:45,25.14758,55.37886,Silicon Oasis,moderate,Route Deviation,D-01614,Hisham Al Suwaidi,HS,Public Bus,Dubai Transport Co.,4.5,Moderate,active,Active
V-005559,2026-05-18T17:41,25.2136,55.20715,Jumeirah,high,Speeding,D-01183,Khalifa Al Shamsi,KS,Taxi,National Taxi,9.3,Critical,active,Active
V-011489,2026-05-18T17:31,25.29808,55.38575,Al Qusais,high,Speeding,D-02453,Hani Al Mahmoud,HM,Limousine & E-Hail,Careem Fleet,8.3,Critical,suspended,Suspended
V-006375,2026-05-18T17:20,25.0906,55.13645,JBR,low,Route Deviation,D-01341,Nasser Al Shamsi,NS,Public Bus,Dubai Transport Co.,4.5,Moderate,active,Active
V-002967,2026-05-18T17:16,25.14741,55.22395,Al Quoz,low,Distraction,D-00625,Ali Al Mehairi,AM,Taxi,Cars Taxi,6.1,Moderate,active,Active
V-008157,2026-05-18T17:03,25.13103,55.21297,Al Barsha,high,Route Deviation,D-01726,Saif Al Mulla,SM,Public Bus,Dubai Transport Co.,8.4,Critical,active,Active
V-007473,2026-05-18T17:02,25.27,55.31558,Deira,low,Harsh Braking,D-01577,Khalifa Al Hosani,KH,Public Bus,RTA Public Transport,7.5,High Risk,investigation,Under Investigation
V-012995,2026-05-18T17:00,25.23371,55.39401,Al Rashidiya,moderate,Route Deviation,D-02733,Rakan Al Dhaheri,RD,Limousine & E-Hail,Emirates Limousine,4.8,Moderate,investigation,Under Investigation
V-010165,2026-05-18T16:50,25.1837,55.25912,Business Bay,moderate,Distraction,D-02145,Tamer Al Ali,TA,School Bus,GEMS Transport,8.5,Critical,suspended,Suspended
V-009475,2026-05-18T16:49,25.18275,55.26045,Business Bay,moderate,Distraction,D-02025,Sami Al Mansoori,SM,School Bus,Al Mawakeb Transport,5.3,Moderate,active,Active
V-014008,2026-05-18T16:45,25.01795,55.102,Jebel Ali,high,Phone Use,D-02949,Ahmed Al Mansoori,AM,Marine,Emirates Marine Transport,7.4,High Risk,active,Active
V-005657,2026-05-18T16:40,25.24227,55.42635,Mirdif,low,Driver Fatigue,D-01199,Mohammed Al Hashimi,MH,Taxi,Al Naboodah Taxi,9.8,Critical,suspended,Suspended
V-003338,2026-05-18T16:28,25.14247,55.2339,Al Quoz,low,Phone Use,D-00695,Ali Al Mehrezi,AM,Taxi,Dubai Taxi Corp,3.7,Moderate,active,Active
V-014511,2026-05-18T16:25,25.24235,55.40363,Al Rashidiya,high,Phone Use,D-03060,Sami Al Mehrezi,SM,Marine,Emirates Marine Transport,8.4,Critical,investigation,Under Investigation
V-007141,2026-05-18T16:24,25.19825,55.27015,Business Bay,low,Distraction,D-01505,Fadi Al Khouri,FK,Public Bus,Dubai Transport Co.,7.6,High Risk,active,Active
V-015384,2026-05-18T16:23,25.24006,55.38163,Al Rashidiya,high,Harsh Braking,D-03241,Bader Al Zaabi,BZ,Hourly Rental,Budget Rent-a-Car,4.2,Moderate,active,Active
V-015101,2026-05-18T16:18,25.15037,55.22032,Al Quoz,moderate,Distraction,D-03182,Bandar Al Rashidi,BR,Hourly Rental,Europcar,6.0,Moderate,active,Active
V-009535,2026-05-18T16:09,25.07058,55.1451,Dubai Marina,low,Harsh Braking,D-02036,Faisal Al Mahmoud,FM,School Bus,Al Reef School Transport,6.6,High Risk,investigation,Under Investigation
V-014831,2026-05-18T16:04,25.09409,55.13985,JBR,high,Phone Use,D-03116,Walid Al Falasi,WF,Marine,Emirates Marine Transport,7.7,High Risk,investigation,Under Investigation
V-007885,2026-05-18T15:56,25.05283,55.24785,Dubai Sports City,low,Harsh Braking,D-01676,Nayef Al Maktoum,NM,Public Bus,RTA Public Transport,4.4,Moderate,active,Active
V-006529,2026-05-18T15:54,25.01367,55.18175,Dubai Investment Park,low,Route Deviation,D-01380,Bandar Al Awadhi,BA,Public Bus,Dubai Transport Co.,5.8,Moderate,active,Active
V-012109,2026-05-18T15:50,25.13235,55.20995,Al Barsha,moderate,Speeding,D-02566,Saeed Al Sharqi,SS,Limousine & E-Hail,Emirates Limousine,9.3,Critical,active,Active
V-000336,2026-05-18T15:47,25.19588,55.25803,Business Bay,high,Driver Fatigue,D-00081,Jassim Al Mahmoud,JM,Taxi,Al Naboodah Taxi,7.3,High Risk,active,Active
V-004602,2026-05-18T15:38,25.19297,55.27079,Downtown Dubai,high,Phone Use,D-00975,Tamer Al Tamimi,TT,Taxi,Metro Taxi,6.9,High Risk,investigation,Under Investigation
V-004040,2026-05-18T15:29,25.13329,55.40874,Silicon Oasis,high,Driver Fatigue,D-00855,Mubarak Al Naqbi,MN,Taxi,Al Naboodah Taxi,9.1,Critical,suspended,Suspended
V-005402,2026-05-18T15:15,25.18983,55.27473,Business Bay,moderate,Phone Use,D-01155,Amer Al Tamimi,AT,Taxi,Al Naboodah Taxi,3.8,Moderate,active,Active
V-014624,2026-05-18T15:11,25.23834,55.38601,Al Rashidiya,moderate,Speeding,D-03081,Younes Al Romaithi,YR,Marine,Dubai Ferry Services,6.1,Moderate,active,Active
V-002606,2026-05-18T14:47,25.20316,55.28765,Downtown Dubai,moderate,Phone Use,D-00554,Khalifa Al Rashidi,KR,Taxi,Cars Taxi,2.8,Low Risk,active,Active
V-006577,2026-05-18T14:38,25.15636,55.24334,Al Quoz,moderate,Phone Use,D-01391,Majid Al Otaiba,MO,Public Bus,Dubai Transport Co.,6.0,Moderate,active,Active
V-009457,2026-05-18T14:32,25.19208,55.25931,Business Bay,low,Harsh Braking,D-02021,Younes Al Hashimi,YH,School Bus,Al Reef School Transport,6.7,High Risk,active,Active
V-007019,2026-05-18T14:29,25.18638,55.26515,Business Bay,high,Phone Use,D-01472,Turki Al Mahmoud,TM,Public Bus,RTA Public Transport,6.1,Moderate,active,Active
V-008086,2026-05-18T14:27,25.12383,55.19702,Al Barsha,moderate,Camera Tampering,D-01711,Fadi Al Sharqi,FS,Public Bus,RTA Public Transport,5.8,Moderate,active,Active
V-014851,2026-05-18T14:11,25.17442,55.2208,Al Quoz,low,Distraction,D-03119,Hussein Al Romaithi,HR,Marine,Dubai Ferry Services,7.4,High Risk,active,Active
V-007297,2026-05-18T13:56,25.18881,55.27051,Business Bay,moderate,Phone Use,D-01534,Riyad Al Maktoum,RM,Public Bus,Dubai Transport Co.,7.0,High Risk,investigation,Under Investigation
V-002037,2026-05-18T13:55,25.1439,55.24537,Al Quoz,moderate,Harsh Braking,D-00449,Amer Al Suwaidi,AS,Taxi,Dubai Taxi Corp,6.4,Moderate,active,Active
V-006881,2026-05-18T13:54,25.12547,55.40316,Silicon Oasis,low,Route Deviation,D-01450,Ali Al Mehrezi,AM,Public Bus,RTA Public Transport,5.5,Moderate,active,Active
V-008189,2026-05-18T13:45,25.19455,55.26667,Business Bay,low,Distraction,D-01728,Nayef Al Sayegh,NS,Public Bus,RTA Public Transport,7.9,High Risk,investigation,Under Investigation
V-005648,2026-05-18T13:35,25.11964,55.21683,Al Barsha,high,Speeding,D-01198,Younes Al Ali,YA,Taxi,Metro Taxi,4.5,Moderate,active,Active
V-011716,2026-05-18T13:22,24.97215,55.10305,Jebel Ali,high,Speeding,D-02493,Mubarak Al Jaberi,MJ,Limousine & E-Hail,Emirates Limousine,6.1,Moderate,active,Active
V-000518,2026-05-18T13:20,25.19696,55.27579,Downtown Dubai,low,Speeding,D-00126,Yusuf Al Mulla,YM,Taxi,Al Naboodah Taxi,1.3,Low Risk,active,Active
V-016383,2026-05-18T13:17,25.1835,55.26893,Business Bay,moderate,Speeding,D-03465,Fahad Al Hashimi,FH,Hourly Rental,Europcar,10.0,Critical,suspended,Suspended
V-003840,2026-05-18T13:04,25.25754,55.37458,Al Rashidiya,low,Speeding,D-00808,Bader Al Falasi,BF,Taxi,Emirates Taxi LLC,2.7,Low Risk,active,Active
V-007148,2026-05-18T12:59,25.19117,55.26786,Business Bay,low,Idling,D-01506,Majid Al Mahmoud,MM,Public Bus,Dubai Transport Co.,9.3,Critical,investigation,Under Investigation
V-015412,2026-05-18T12:49,25.00053,55.06367,Jebel Ali,low,Harsh Braking,D-03247,Fadi Al Mansouri,FM,Hourly Rental,Avis Dubai,4.4,Moderate,active,Active
V-016394,2026-05-18T12:25,25.27784,55.31101,Deira,high,Harsh Braking,D-03465,Fahad Al Hashimi,FH,Hourly Rental,Europcar,10.0,Critical,suspended,Suspended
V-001773,2026-05-18T12:13,25.07295,55.24048,Dubai Sports City,low,Harsh Braking,D-00380,Yusuf Al Rashidi,YR,Taxi,Emirates Taxi LLC,9.9,Critical,suspended,Suspended
V-009596,2026-05-18T11:46,25.21083,55.21087,Jumeirah,moderate,Speeding,D-02043,Yusuf Al Sayegh,YS,School Bus,GEMS Transport,7.3,High Risk,investigation,Under Investigation
V-001268,2026-05-18T11:42,25.06805,55.14217,Dubai Marina,low,Speeding,D-00279,Hani Al Hashemi,HH,Taxi,Al Naboodah Taxi,6.2,Moderate,active,Active
V-010952,2026-05-18T11:24,25.19352,55.26448,Downtown Dubai,moderate,Distraction,D-02316,Hassan Al Nuaimi,HN,Limousine & E-Hail,Careem Fleet,1.2,Low Risk,active,Active
V-015571,2026-05-18T11:24,25.07772,55.12175,JBR,high,Harsh Braking,D-03286,Walid Al Dhaheri,WD,Hourly Rental,Budget Rent-a-Car,7.5,High Risk,active,Active
V-009329,2026-05-18T11:19,25.20407,55.28232,Downtown Dubai,moderate,Harsh Braking,D-01997,Marwan Al Dhaheri,MD,School Bus,Al Mawakeb Transport,9.1,Critical,investigation,Under Investigation
V-005309,2026-05-18T11:09,25.08893,55.13858,JBR,moderate,Distraction,D-01136,Nayef Al Shehhi,NS,Taxi,Cars Taxi,6.6,High Risk,investigation,Under Investigation
V-005755,2026-05-18T11:02,25.19327,55.21611,Jumeirah,low,Harsh Braking,D-01217,Hamad Bin Hamad,HH,Public Bus,Dubai Transport Co.,6.4,Moderate,active,Active
V-012139,2026-05-18T10:45,25.18753,55.27459,Business Bay,moderate,Harsh Braking,D-02570,Talal Al Mahmoud,TM,Limousine & E-Hail,Emirates Limousine,6.9,High Risk,active,Active
V-013433,2026-05-18T10:32,25.25959,55.34056,Deira,high,Phone Use,D-02828,Zayed Al Tamimi,ZT,Limousine & E-Hail,Al Ghazal Transport,7.3,High Risk,active,Active
V-002220,2026-05-18T10:26,25.12417,55.20565,Al Barsha,high,Harsh Braking,D-00472,Fadi Al Jaberi,FJ,Taxi,Al Naboodah Taxi,6.8,High Risk,active,Active
V-005544,2026-05-18T10:26,25.26546,55.30538,Deira,moderate,Harsh Braking,D-01182,Yousef Al Mansoori,YM,Taxi,Al Naboodah Taxi,9.9,Critical,suspended,Suspended
V-004722,2026-05-18T10:11,25.08601,55.15583,Dubai Marina,low,Speeding,D-01000,Obaid Al Marri,OM,Taxi,Metro Taxi,7.5,High Risk,active,Active
V-014763,2026-05-18T10:08,25.2754,55.38727,Al Qusais,moderate,Route Deviation,D-03103,Riyad Al Hashemi,RH,Marine,Emirates Marine Transport,8.7,Critical,suspended,Suspended
V-004703,2026-05-18T10:01,25.18923,55.25936,Business Bay,high,Route Deviation,D-00997,Obaid Al Naqbi,ON,Taxi,Cars Taxi,8.5,Critical,suspended,Suspended
V-004805,2026-05-18T10:01,25.11203,55.1923,Al Barsha,moderate,Lane Violation,D-01022,Rashid Al Mansoori,RM,Taxi,Dubai Taxi Corp,1.2,Low Risk,active,Active
V-008306,2026-05-18T10:01,25.18154,55.2364,Jumeirah,moderate,Phone Use,D-01753,Riyad Al Naqbi,RN,School Bus,Al Mawakeb Transport,5.9,Moderate,active,Active
V-012405,2026-05-18T09:55,25.06305,55.23511,Dubai Sports City,high,Driver Fatigue,D-02625,Rakan Al Ameri,RA,Limousine & E-Hail,Uber Dubai,7.6,High Risk,active,Active
V-004047,2026-05-18T09:47,25.30684,55.42741,Al Qusais,moderate,Harsh Braking,D-00855,Mubarak Al Naqbi,MN,Taxi,Al Naboodah Taxi,9.1,Critical,suspended,Suspended
V-008812,2026-05-18T09:44,25.1809,55.26584,Business Bay,moderate,Speeding,D-01881,Ziad Al Jaberi,ZJ,School Bus,Al Mawakeb Transport,4.2,Moderate,active,Active
V-009279,2026-05-18T09:43,25.22641,55.4135,Mirdif,high,Distraction,D-01994,Ibrahim Al Tamimi,IT,School Bus,Al Mawakeb Transport,8.0,Critical,investigation,Under Investigation
V-007665,2026-05-18T09:42,25.248,55.38617,Al Rashidiya,low,Speeding,D-01620,Turki Al Hashemi,TH,Public Bus,Dubai Transport Co.,7.9,High Risk,investigation,Under Investigation
V-009847,2026-05-18T09:38,25.28433,55.34972,Deira,low,Harsh Braking,D-02091,Sami Al Otaiba,SO,School Bus,Al Reef School Transport,2.9,Low Risk,active,Active
V-010135,2026-05-18T09:37,25.10554,55.2213,Al Barsha,moderate,Route Deviation,D-02143,Amer Al Khouri,AK,School Bus,Al Mawakeb Transport,7.6,High Risk,investigation,Under Investigation
V-004647,2026-05-18T09:19,25.19202,55.23027,Jumeirah,high,Phone Use,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-007722,2026-05-18T09:15,25.21231,55.29014,Downtown Dubai,high,Speeding,D-01634,Bader Al Falasi,BF,Public Bus,RTA Public Transport,7.2,High Risk,investigation,Under Investigation
V-015206,2026-05-18T08:56,25.19143,55.25676,Business Bay,high,Camera Tampering,D-03207,Yusuf Al Ali,YA,Hourly Rental,Europcar,4.0,Moderate,active,Active
V-004619,2026-05-18T08:21,25.2593,55.34123,Deira,high,Driver Fatigue,D-00980,Bader Al Nuaimi,BN,Taxi,Cars Taxi,5.6,Moderate,active,Active
V-006610,2026-05-18T08:17,25.20243,55.26944,Downtown Dubai,moderate,Phone Use,D-01403,Younes Al Sharqi,YS,Public Bus,Dubai Transport Co.,4.2,Moderate,active,Active
V-010881,2026-05-18T08:11,25.12141,55.19354,Al Barsha,low,Phone Use,D-02297,Sami Al Rashidi,SR,Limousine & E-Hail,Uber Dubai,5.9,Moderate,active,Active
V-002491,2026-05-18T08:10,25.08659,55.12639,JBR,moderate,Lane Violation,D-00524,Fahad Al Ali,FA,Taxi,Metro Taxi,8.0,Critical,investigation,Under Investigation
V-004066,2026-05-18T08:10,25.27695,55.38739,Al Qusais,moderate,Harsh Braking,D-00860,Nayef Al Marri,NM,Taxi,Cars Taxi,9.2,Critical,suspended,Suspended
V-016353,2026-05-18T08:08,25.15082,55.23682,Al Quoz,moderate,Speeding,D-03461,Salem Al Shamsi,SS,Hourly Rental,Hertz UAE,7.4,High Risk,suspended,Suspended
V-000592,2026-05-18T08:03,25.18678,55.26026,Downtown Dubai,low,Speeding,D-00145,Salem Al Otaiba,SO,Taxi,Al Naboodah Taxi,7.3,High Risk,active,Active
V-016466,2026-05-18T08:03,25.0893,55.12578,JBR,low,Speeding,D-03482,Hamad Al Marri,HM,Hourly Rental,Europcar,2.7,Low Risk,active,Active
V-011925,2026-05-18T07:59,25.08017,55.12816,JBR,low,Phone Use,D-02533,Khalid Al Mehairi,KM,Limousine & E-Hail,Emirates Limousine,5.2,Moderate,active,Active
V-005553,2026-05-18T07:54,25.08839,55.12571,JBR,low,Speeding,D-01183,Khalifa Al Shamsi,KS,Taxi,National Taxi,9.3,Critical,active,Active
V-012794,2026-05-18T07:54,25.12528,55.19789,Al Barsha,high,Speeding,D-02705,Saif Al Nuaimi,SN,Limousine & E-Hail,Careem Fleet,9.2,Critical,suspended,Suspended
V-003600,2026-05-18T07:51,25.24471,55.38154,Al Rashidiya,high,Speeding,D-00753,Ibrahim Al Hashemi,IH,Taxi,National Taxi,1.4,Low Risk,active,Active
V-011946,2026-05-18T07:49,25.27439,55.32404,Deira,moderate,Distraction,D-02535,Nayef Al Mazrouei,NM,Limousine & E-Hail,Uber Dubai,8.0,Critical,active,Active
V-008146,2026-05-18T07:35,25.28855,55.38882,Al Qusais,moderate,Distraction,D-01726,Saif Al Mulla,SM,Public Bus,Dubai Transport Co.,8.4,Critical,active,Active
V-006114,2026-05-18T07:22,25.06838,55.1414,Dubai Marina,moderate,Harsh Braking,D-01289,Hisham Al Hashimi,HH,Public Bus,Dubai Transport Co.,9.1,Critical,suspended,Suspended
V-007961,2026-05-18T07:19,25.24907,55.43423,Mirdif,low,Speeding,D-01689,Tariq Al Zaabi,TZ,Public Bus,Dubai Transport Co.,6.1,Moderate,active,Active
V-006722,2026-05-18T07:18,25.10842,55.1941,Al Barsha,moderate,Harsh Braking,D-01424,Karim Bin Hamad,KH,Public Bus,Dubai Transport Co.,2.8,Low Risk,active,Active
V-008921,2026-05-18T07:10,25.11283,55.2116,Al Barsha,low,Harsh Braking,D-01913,Ahmed Al Mansouri,AM,School Bus,Al Mawakeb Transport,3.2,Low Risk,active,Active
V-002679,2026-05-18T07:06,25.25981,55.31533,Deira,moderate,Distraction,D-00563,Hussein Al Hosani,HH,Taxi,National Taxi,7.8,High Risk,investigation,Under Investigation
V-010154,2026-05-18T07:06,25.12614,55.37608,Silicon Oasis,moderate,Camera Tampering,D-02144,Zayed Al Romaithi,ZR,School Bus,GEMS Transport,8.5,Critical,investigation,Under Investigation
V-012465,2026-05-18T06:51,25.19137,55.20748,Jumeirah,high,Camera Tampering,D-02637,Tamer Al Sharqi,TS,Limousine & E-Hail,Emirates Limousine,6.6,High Risk,active,Active
V-002036,2026-05-18T06:44,25.19718,55.27849,Downtown Dubai,high,Phone Use,D-00448,Zayed Al Hashimi,ZH,Taxi,Al Naboodah Taxi,5.1,Moderate,active,Active
V-008784,2026-05-18T06:44,25.17035,55.23234,Al Quoz,low,Idling,D-01876,Hamdan Al Mehrezi,HM,School Bus,GEMS Transport,5.6,Moderate,active,Active
V-012326,2026-05-18T06:41,25.20346,55.22016,Jumeirah,moderate,Harsh Braking,D-02606,Ziad Al Kaabi,ZK,Limousine & E-Hail,Emirates Limousine,7.9,High Risk,investigation,Under Investigation
V-013689,2026-05-18T06:39,25.20045,55.27703,Downtown Dubai,moderate,Speeding,D-02874,Mansour Al Kaabi,MK,Limousine & E-Hail,Careem Fleet,5.6,Moderate,active,Active
V-003426,2026-05-18T06:22,25.23728,55.41799,Mirdif,high,Route Deviation,D-00716,Ahmed Al Ameri,AA,Taxi,Al Naboodah Taxi,7.4,High Risk,active,Active
V-010387,2026-05-18T06:17,25.10746,55.20528,Al Barsha,low,Phone Use,D-02188,Riyad Al Mansoori,RM,School Bus,Al Mawakeb Transport,6.5,High Risk,active,Active
V-016451,2026-05-18T06:12,25.20559,55.27206,Downtown Dubai,moderate,Speeding,D-03478,Ammar Al Mansoori,AM,Hourly Rental,Budget Rent-a-Car,5.9,Moderate,active,Active
V-013934,2026-05-18T06:02,25.19145,55.26312,Business Bay,low,Route Deviation,D-02926,Faisal Al Hosani,FH,Marine,Emirates Marine Transport,4.2,Moderate,active,Active
V-004656,2026-05-18T06:00,25.08593,55.13377,JBR,moderate,Harsh Braking,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-010730,2026-05-18T05:46,25.07895,55.11908,JBR,high,Harsh Braking,D-02253,Salem Al Shehhi,SS,Limousine & E-Hail,Al Ghazal Transport,8.7,Critical,suspended,Suspended
V-006922,2026-05-18T05:45,25.18151,55.26654,Business Bay,low,Idling,D-01457,Zayed Al Marri,ZM,Public Bus,RTA Public Transport,0.5,Low Risk,active,Active
V-004975,2026-05-18T05:44,25.28866,55.30933,Deira,moderate,Driver Fatigue,D-01062,Nayef Al Mahmoud,NM,Taxi,Al Naboodah Taxi,8.0,Critical,active,Active
V-006531,2026-05-18T05:37,25.04438,55.24677,Dubai Sports City,low,Harsh Braking,D-01380,Bandar Al Awadhi,BA,Public Bus,Dubai Transport Co.,5.8,Moderate,active,Active
V-004082,2026-05-18T05:36,25.19871,55.25676,Business Bay,high,Driver Fatigue,D-00860,Nayef Al Marri,NM,Taxi,Cars Taxi,9.2,Critical,suspended,Suspended
V-013032,2026-05-18T05:35,25.26392,55.33054,Deira,low,Harsh Braking,D-02740,Salem Al Mehrezi,SM,Limousine & E-Hail,Careem Fleet,5.0,Moderate,active,Active
V-003575,2026-05-18T05:18,25.25693,55.3357,Deira,low,Distraction,D-00748,Yusuf Al Hashemi,YH,Taxi,Cars Taxi,1.7,Low Risk,active,Active
V-002573,2026-05-18T05:13,25.19344,55.2609,Business Bay,moderate,Speeding,D-00540,Omar Al Otaiba,OO,Taxi,Cars Taxi,3.6,Moderate,active,Active
V-007025,2026-05-18T05:06,25.15378,55.21736,Al Quoz,low,Idling,D-01475,Hamad Al Nuaimi,HN,Public Bus,Dubai Transport Co.,3.5,Moderate,active,Active
V-003485,2026-05-18T05:05,25.30341,55.41851,Al Qusais,low,Route Deviation,D-00727,Bandar Al Mehrezi,BM,Taxi,Cars Taxi,1.0,Low Risk,active,Active
V-005480,2026-05-18T05:02,25.18857,55.26331,Downtown Dubai,high,Camera Tampering,D-01172,Bandar Al Marri,BM,Taxi,Emirates Taxi LLC,6.6,High Risk,investigation,Under Investigation
V-000752,2026-05-18T04:56,25.19448,55.2235,Jumeirah,high,Speeding,D-00169,Ali Al Mehrezi,AM,Taxi,Al Naboodah Taxi,7.0,High Risk,investigation,Under Investigation
V-009664,2026-05-18T04:50,25.08018,55.1289,JBR,moderate,Harsh Braking,D-02055,Nasser Al Falasi,NF,School Bus,Al Mawakeb Transport,4.8,Moderate,active,Active
V-005478,2026-05-18T04:26,25.19417,55.28259,Downtown Dubai,high,Speeding,D-01172,Bandar Al Marri,BM,Taxi,Emirates Taxi LLC,6.6,High Risk,investigation,Under Investigation
V-013210,2026-05-18T04:26,25.15558,55.24758,Al Quoz,low,Speeding,D-02778,Mohammed Al Shamsi,MS,Limousine & E-Hail,Emirates Limousine,2.4,Low Risk,active,Active
V-006931,2026-05-18T04:21,25.08565,55.14907,Dubai Marina,low,Route Deviation,D-01458,Saif Al Marri,SM,Public Bus,Dubai Transport Co.,7.2,High Risk,investigation,Under Investigation
V-011086,2026-05-18T04:17,25.1463,55.4013,Silicon Oasis,high,Driver Fatigue,D-02354,Yusuf Al Naqbi,YN,Limousine & E-Hail,Emirates Limousine,8.0,Critical,active,Active
V-008708,2026-05-18T04:13,25.27755,55.33502,Deira,high,Speeding,D-01849,Salem Al Qasimi,SQ,School Bus,Al Mawakeb Transport,7.2,High Risk,active,Active
V-009049,2026-05-18T04:03,25.18061,55.20576,Jumeirah,low,Route Deviation,D-01946,Hamad Al Shamsi,HS,School Bus,Al Reef School Transport,1.5,Low Risk,active,Active
V-011149,2026-05-18T04:03,25.23358,55.38556,Al Rashidiya,low,Phone Use,D-02370,Amer Al Hosani,AH,Limousine & E-Hail,Emirates Limousine,1.0,Low Risk,active,Active
V-014432,2026-05-18T03:51,25.18392,55.2624,Business Bay,high,Speeding,D-03048,Ammar Al Shamsi,AS,Marine,Dubai Ferry Services,8.8,Critical,suspended,Suspended
V-003164,2026-05-18T03:46,25.19831,55.28986,Downtown Dubai,high,Speeding,D-00661,Yusuf Al Hashemi,YH,Taxi,Dubai Taxi Corp,8.6,Critical,active,Active
V-013064,2026-05-18T03:44,25.26464,55.33502,Deira,low,Speeding,D-02747,Abdullah Al Hashimi,AH,Limousine & E-Hail,Careem Fleet,4.8,Moderate,active,Active
V-001537,2026-05-18T03:36,25.09318,55.15443,Dubai Marina,high,Speeding,D-00330,Ahmed Al Hashimi,AH,Taxi,Emirates Taxi LLC,6.6,High Risk,active,Active
